Date,open,high,low,close,volume,dividends,stock_splits,symbol
2010-01-04 00:00:00-05:00,6.414465259906861,6.44662317438684,6.382908442941151,6.431896686553955,493729600,0.0,0.0,AAPL
2010-01-05 00:00:00-05:00,6.449628601266614,6.4793821235584055,6.409054923226288,6.443016529083252,601904800,0.0,0.0,AAPL
2010-01-06 00:00:00-05:00,6.443016537393572,6.46856277868648,6.333919753827397,6.340531826019287,552160000,0.0,0.0,AAPL
2010-01-07 00:00:00-05:00,6.363972578442412,6.371486295370647,6.2828260406838385,6.328808784484863,477131200,0.0,0.0,AAPL
2010-01-08 00:00:00-05:00,6.320396285875987,6.371488778365754,6.2831298404554214,6.370887279510498,447610800,0.0,0.0,AAPL
2010-01-11 00:00:00-05:00,6.3955315117776035,6.401542487317202,6.264796003925148,6.314686298370361,462229600,0.0,0.0,AAPL
2010-01-12 00:00:00-05:00,6.287035012483797,6.304467241714201,6.203785414119402,6.242855548858643,594459600,0.0,0.0,AAPL
2010-01-13 00:00:00-05:00,6.247364278748396,6.3393293853526735,6.13405981009821,6.33091402053833,605892000,0.0,0.0,AAPL
2010-01-14 00:00:00-05:00,6.3146854180810585,6.325204222542272,6.281926007223752,6.294248104095459,432894000,0.0,0.0,AAPL
2010-01-15 00:00:00-05:00,6.33932905631798,6.359465821078557,6.187255011466389,6.189058303833008,594067600,0.0,0.0,AAPL
2010-01-19 00:00:00-05:00,6.261188612985054,6.467360232264817,6.228430004309414,6.4628520011901855,730007600,0.0,0.0,AAPL
2010-01-20 00:00:00-05:00,6.458944971017383,6.4781796893104735,6.296352113655498,6.363373279571533,612152800,0.0,0.0,AAPL
2010-01-21 00:00:00-05:00,6.373891654424182,6.410857943534868,6.227527235262426,6.253373622894287,608154400,0.0,0.0,AAPL
2010-01-22 00:00:00-05:00,6.2146038691929455,6.2362425727079485,5.92548284602539,5.943214416503906,881767600,0.0,0.0,AAPL
2010-01-25 00:00:00-05:00,6.086275211568545,6.1520934000299325,6.016549486989487,6.103105545043945,1065699600,0.0,0.0,AAPL
2010-01-26 00:00:00-05:00,6.189659259963583,6.422879850921394,6.088376748617638,6.189358711242676,1867110000,0.0,0.0,AAPL
2010-01-27 00:00:00-05:00,6.216707857698517,6.32880972200794,5.99671100864949,6.247663974761963,1722568400,0.0,0.0,AAPL
2010-01-28 00:00:00-05:00,6.159005385078344,6.176135862114551,5.971767517537085,5.989499092102051,1173502400,0.0,0.0,AAPL
2010-01-29 00:00:00-05:00,6.043294715202802,6.076955364236257,5.717807723299052,5.772205829620361,1245952400,0.0,0.0,AAPL
2010-02-01 00:00:00-05:00,5.7815224880028415,5.890619250277496,5.749364582060709,5.852450370788574,749876400,0.0,0.0,AAPL
2010-02-02 00:00:00-05:00,5.887915288507373,5.900237384215168,5.811878070780488,5.886412143707275,698342400,0.0,0.0,AAPL
2010-02-03 00:00:00-05:00,5.865674772409622,6.016847564016379,5.843134020335327,5.98769474029541,615328000,0.0,0.0,AAPL
2010-02-04 00:00:00-05:00,5.912559159883469,5.961848345925049,5.757480037765541,5.77190637588501,757652000,0.0,0.0,AAPL
2010-02-05 00:00:00-05:00,5.7893363100296655,5.890618798933142,5.735839452095411,5.874389171600342,850306800,0.0,0.0,AAPL
2010-02-08 00:00:00-05:00,5.881304676039466,5.9471232540675585,5.830512734540702,5.8341193199157715,478270800,0.0,0.0,AAPL
2010-02-09 00:00:00-05:00,5.903244007897426,5.93570247414295,5.853053564604186,5.896331787109375,632886800,0.0,0.0,AAPL
2010-02-10 00:00:00-05:00,5.887314387293714,5.9086537503556125,5.838326544858855,5.86417293548584,370361600,0.0,0.0,AAPL
2010-02-11 00:00:00-05:00,5.856960081004423,6.003324113722218,5.8323154845014855,5.970865249633789,550345600,0.0,0.0,AAPL
2010-02-12 00:00:00-05:00,5.954035389971698,6.060127101910363,5.875594165514762,6.022258758544922,655468800,0.0,0.0,AAPL
2010-02-16 00:00:00-05:00,6.069141589390607,6.1217364079160514,6.056518945299154,6.113020896911621,543737600,0.0,0.0,AAPL
2010-02-17 00:00:00-05:00,6.136765125440518,6.140371710818135,6.036684387545308,6.08747673034668,436396800,0.0,0.0,AAPL
2010-02-18 00:00:00-05:00,6.059825091123259,6.1277483047943075,6.038486932813643,6.098896026611328,422825200,0.0,0.0,AAPL
2010-02-19 00:00:00-05:00,6.066736922252659,6.1070092396129265,6.044195772349677,6.061026096343994,415469600,0.0,0.0,AAPL
2010-02-22 00:00:00-05:00,6.081164467851108,6.085972846504262,5.986493619512739,6.0234599113464355,390563600,0.0,0.0,AAPL
2010-02-23 00:00:00-05:00,6.010836075699763,6.050808248339019,5.881903899749985,5.922476768493652,575094800,0.0,0.0,AAPL
2010-02-24 00:00:00-05:00,5.9576408913217085,6.054115024844004,5.945919491152342,6.030673027038574,460566400,0.0,0.0,AAPL
2010-02-25 00:00:00-05:00,5.932095431312998,6.096792128980532,5.917368944246863,6.070945739746094,665126000,0.0,0.0,AAPL
2010-02-26 00:00:00-05:00,6.082365979502607,6.166217069132859,6.070945528989286,6.14968729019165,507460800,0.0,0.0,AAPL
2010-03-01 00:00:00-05:00,6.183647806227559,6.2963511602319295,6.174631746565852,6.281023979187012,550093600,0.0,0.0,AAPL
2010-03-02 00:00:00-05:00,6.3092744240106535,6.33632340583361,6.243455863559168,6.276816368103027,566546400,0.0,0.0,AAPL
2010-03-03 00:00:00-05:00,6.279521048739402,6.30747127603786,6.249466980485868,6.291241645812988,372052800,0.0,0.0,AAPL
2010-03-04 00:00:00-05:00,6.289741499920631,6.339029897011529,6.270205427066917,6.332718372344971,366041200,0.0,0.0,AAPL
2010-03-05 00:00:00-05:00,6.459847926897176,6.602905938606345,6.450530914550255,6.580365180969238,899620400,0.0,0.0,AAPL
2010-03-08 00:00:00-05:00,6.612222140584392,6.614626129451996,6.559326761429584,6.5842719078063965,429889600,0.0,0.0,AAPL
2010-03-09 00:00:00-05:00,6.5611296294393195,6.7621919262095584,6.548506983317725,6.7026848793029785,920259200,0.0,0.0,AAPL
2010-03-10 00:00:00-05:00,6.7270300753669625,6.776619423346537,6.708095902317779,6.757384300231934,596218000,0.0,0.0,AAPL
2010-03-11 00:00:00-05:00,6.7294340458295085,6.777219295501709,6.7117016678147605,6.777219295501709,405700400,0.0,0.0,AAPL
2010-03-12 00:00:00-05:00,6.833419942157783,6.844239697013196,6.78473265037516,6.81027889251709,416323600,0.0,0.0,AAPL
2010-03-15 00:00:00-04:00,6.773613036036831,6.777218818608577,6.619434732925409,6.727329730987549,493502800,0.0,0.0,AAPL
2010-03-16 00:00:00-04:00,6.73754922617164,6.76159232875938,6.687358778031274,6.745663642883301,446908000,0.0,0.0,AAPL
2010-03-17 00:00:00-04:00,6.759187433200796,6.805771292092223,6.7101995852436405,6.735745429992676,450956800,0.0,0.0,AAPL
2010-03-18 00:00:00-04:00,6.735142638972254,6.762192026634564,6.6903624800203065,6.751673221588135,342109600,0.0,0.0,AAPL
2010-03-19 00:00:00-04:00,6.755880312712709,6.769404604093275,6.648886972770194,6.679542541503906,559445600,0.0,0.0,AAPL
2010-03-22 00:00:00-04:00,6.626047537989079,6.792247398489312,6.616429977228098,6.754679203033447,456419600,0.0,0.0,AAPL
2010-03-23 00:00:00-04:00,6.781425364353218,6.8757960537169005,6.735141665796506,6.863173007965088,602431200,0.0,0.0,AAPL
