Date,open,high,low,close,volume,dividends,stock_splits,symbol,daily_return,volatility,price_range,price_change,price_change_pct,ma_5,ma_10,ma_20,rsi,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,target
2010-02-17 00:00:00-05:00,6.136765125440518,6.140371710818135,6.036684387545308,6.08747673034668,436396800,0.0,0.0,AAPL,-0.0041786486576296245,0.021099271881584985,0.10368732327282704,-0.04928839509383831,-0.8031657410108264,6.011558914184571,5.942223596572876,6.001144647598267,44.3526503308858,6.113020896911621,543737600.0,6.022258758544922,655468800.0,5.970865249633789,550345600.0,6.098896026611328
2010-02-18 00:00:00-05:00,6.059825091123259,6.1277483047943075,6.038486932813643,6.098896026611328,422825200,0.0,0.0,AAPL,0.0018758669265579453,0.021100092564666394,0.08926137198066453,0.03907093548806895,0.6447535184687434,6.058503532409668,5.953343725204467,5.987920784950257,54.669073023486405,6.08747673034668,436396800.0,6.113020896911621,543737600.0,6.022258758544922,655468800.0,6.061026096343994
2010-02-19 00:00:00-05:00,6.066736922252659,6.1070092396129265,6.044195772349677,6.061026096343994,415469600,0.0,0.0,AAPL,-0.006209309045783984,0.020947273118411262,0.06281346726324966,-0.005710825908664674,-0.09413340287951978,6.076535701751709,5.982255697250366,5.978303408622741,64.55626113889225,6.098896026611328,422825200.0,6.08747673034668,436396800.0,6.113020896911621,543737600.0,6.0234599113464355
2010-02-22 00:00:00-05:00,6.081164467851108,6.085972846504262,5.986493619512739,6.0234599113464355,390563600,0.0,0.0,AAPL,-0.006197990967275024,0.020966330340765938,0.099479226991523,-0.057704556504672766,-0.9489063617623836,6.076775932312012,5.997162771224976,5.9823156833648685,59.00615003678973,6.061026096343994,415469600.0,6.098896026611328,422825200.0,6.08747673034668,436396800.0,5.922476768493652
2010-02-23 00:00:00-05:00,6.010836075699763,6.050808248339019,5.881903899749985,5.922476768493652,575094800,0.0,0.0,AAPL,-0.016764973012032613,0.02109053720069466,0.16890434858903358,-0.08835930720611085,-1.4700002810478296,6.038667106628418,6.005998516082764,5.9732842445373535,51.774090717813245,6.0234599113464355,390563600.0,6.061026096343994,415469600.0,6.098896026611328,422825200.0,6.030673027038574
2010-02-24 00:00:00-05:00,5.9576408913217085,6.054115024844004,5.945919491152342,6.030673027038574,460566400,0.0,0.0,AAPL,0.018268751870923916,0.02137586081354924,0.1081955336916618,0.07303213571686573,1.2258566276334169,6.027306365966797,6.019432640075683,5.965349960327148,52.09990410503155,5.922476768493652,575094800.0,6.0234599113464355,390563600.0,6.061026096343994,415469600.0,6.070945739746094
2010-02-25 00:00:00-05:00,5.932095431312998,6.096792128980532,5.917368944246863,6.070945739746094,665126000,0.0,0.0,AAPL,0.006677979808713985,0.02133682422693119,0.17942318473366914,0.13885030843309565,2.3406620820724524,6.02171630859375,6.040109920501709,5.956514048576355,67.63570611046589,6.030673027038574,460566400.0,5.922476768493652,575094800.0,6.0234599113464355,390563600.0,6.14968729019165
2010-02-26 00:00:00-05:00,6.082365979502607,6.166217069132859,6.070945528989286,6.14968729019165,507460800,0.0,0.0,AAPL,0.012970228004187234,0.02131063565257337,0.09527154014357286,0.06732131068904312,1.1068276870532607,6.039448547363281,6.0579921245574955,5.964523458480835,66.70331310835505,6.070945739746094,665126000.0,6.030673027038574,460566400.0,5.922476768493652,575094800.0,6.281023979187012
2010-03-01 00:00:00-05:00,6.183647806227559,6.2963511602319295,6.174631746565852,6.281023979187012,550093600,0.0,0.0,AAPL,0.021356645110204964,0.0216625165983287,0.12171941366607797,0.09737617295945267,1.5747367251638265,6.090961360931397,6.0838686466217045,5.9899643659591675,74.41703787032874,6.14968729019165,507460800.0,6.070945739746094,665126000.0,6.030673027038574,460566400.0,6.276816368103027
2010-03-02 00:00:00-05:00,6.3092744240106535,6.33632340583361,6.243455863559168,6.276816368103027,566546400,0.0,0.0,AAPL,-0.0006698925363008978,0.021428440759693808,0.09286754227444227,-0.03245805590762618,-0.5144498990898763,6.161829280853271,6.100248193740844,6.01118266582489,72.19489508567716,6.281023979187012,550093600.0,6.14968729019165,507460800.0,6.070945739746094,665126000.0,6.291241645812988
